"TotalComp" "WideIndustry" "Company" "CEO" "CityofBirth" "StateofBirth" "Age" "Undergrad" "UGDegree" "UGDate" "AgeOfUnder" "Graduate" "GradDegree" "MBA" "MasterPhd" "G_date" "AgeOfGradu" "YearsFirm" "YearsCEO" "Salary" "Bonus" "other" "St_gains" "Compfor5yrs" "Stockowned" "Sales" "Profits" "Returnover5yrs" "Industry" "IndustryCode" "Log10TC1"
"293" 3356250 "Energy" "Chevron" "Mr. Kenneth T Derr" "Wilkes-Barre" "PA" 57 "Cornell" "BSM" 59 22 "Cornell" "MBA" 1 1 60 23 34 5 900000 914000 1542250 NA 9791540 0.0209999997168779 32123 1265 15 "Energy-international oils" 12 6.52585411071777
"294" 1116990 "Energy" "Amoco" "Mr. H LauranceFuller" "Moline" "IL" 55 "Cornell" "BSC" 61 22 "DePaul U" "JD" 0 1 65 26 33 3 810655 NA 306330 NA 6648030 0.0160000007599592 25336 1820 10 "Energy-international oils" 12 6.0480489730835
"295" 2584440 "Energy" "Mobil" "Mr. Lucio A Noto" "Brooklyn" "NY" 56 "U of Notre Dame" "BS" 58 20 "Cornell" "MBA" 1 1 62 24 32 1 608333 550000 601049 825056 NA 0.0130000002682209 56576 2084 14 "Energy-international oils" 12 6.41236591339111
"296" 3538890 "Energy" "Baker Hughes" "Mr. James D Woods" "Falmouth" "KY" 62 "Cal St Fullerto" "BA" 67 35 "" "none" 0 0 NA NA 39 7 725000 175000 221293 2417590 9120770 0.17399999499321 2642 71.5 3 "Energy-oilfield services" 12 6.54886722564697
"297" 1746010 "Energy" "Dresser Industries" "Mr. John J Murphy" "Olean" "NY" 62 "Rochester Tech" "AAS" 52 20 "SMU" "MBA" 1 1 81 49 42 11 928000 545750 272258 NA 8642450 0.0759999975562096 4650 300.600006103516 7 "Energy-oilfield services" 12 6.24204683303833
"298" NA "Energy" "Western Atlas" "Mr. Alton J Brann" "Portland" "ME" 52 "U of Massachuse" "BA" 69 27 "" "none" 0 0 NA NA 21 1 NA NA NA NA NA 0.0419999994337559 1959 78.1999969482422 NA "Energy-oilfield services" 12 NA
"299" 1632340 "Energy" "Halliburton" "Mr. Thomas H Cruikshank" "Lake Charles" "LA" 62 "Rice U" "BA" 52 20 "U of Houston" "MA" 0 1 55 23 25 11 800000 NA 832344 NA 7573060 0.0829999968409538 6351 -161 2 "Energy-oilfield services" 12 6.21281099319458
"300" 7782330 "Energy" "Burlington Resources" "Mr. Thomas H O'Leary" "New York" "NY" 60 "Col of the Holy" "BA" 54 20 "U of Pennsylvan" "MBA" 1 1 61 27 12 5 750000 750000 200494 6081830 19596300 0.0879999995231628 1249 256.299987792969 2 "Energy-other energy" 12 6.89110994338989
"301" 1013560 "Energy" "Murphy Oil" "Mr. Jack W McNutt" "Norphlet" "AR" 59 "Harding U" "BS" 56 21 "Columbia" "MS" 0 1 57 22 37 6 507500 240000 33595 232466 3514990 0.137999996542931 1637 86.8000030517578 6 "Energy-other energy" 12 6.00584888458252
"302" 2028450 "Energy" "USX-Marathon" "Mr. Charles A Corry" "Cincinnati" "OH" 62 "U of Cincinnati" "BA" 55 23 "U of Cincinnati" "JD" 0 1 59 27 35 5 946667 750000 331785 NA 8516930 0.025000000372529 10035 -6 -15 "Energy-other energy" 12 6.30716419219971
"303" 3806940 "Energy" "Occidental Petroleum" "Dr. Ray R Irani" "Lebanon" "" 59 "American U Beir" "BS" 53 18 "USC" "PhD" 0 1 57 22 11 3 1900000 872000 1034940 NA 18657200 0.19200000166893 8116 295 -3 "Energy-other energy" 12 6.58057594299316
"304" 1201830 "Energy" "Diamond Shamrock" "Mr. Roger R Hemminghaus" "St Louis" "MO" 57 "Auburn U" "BS" 58 21 "" "none" 0 0 NA NA 10 7 486838 275000 216675 223317 4641660 0.324000000953674 2555 32.5999984741211 8 "Energy-other energy" 12 6.07984304428101
"305" 1047200 "Energy" "Pennzoil" "Mr. James L Pate" "Mt Sterling" "IL" 58 "Monmouth C" "AB" 63 27 "Indiana U" "MBA" 1 1 64 28 18 4 592500 385000 69700 NA 4225590 0.0390000008046627 2477 160.199996948242 -5 "Energy-other energy" 12 6.02003002166748
"306" 1120070 "Energy" "Sun Co" "Mr. Robert H Campbell" "Pittsburgh" "PA" 56 "Princeton" "BS" 59 21 "MIT" "MBA" 1 1 78 40 34 3 498680 474600 146785 NA 2234390 0.0219999998807907 7297 283 4 "Energy-other energy" 12 6.04924488067627
"307" 2051290 "Energy" "Tosco" "Mr. Thomas D O'Malley" "New York" "NY" 52 "Manhattan C" "BBA" 63 21 "" "none" 0 0 NA NA 6 4 500000 1526000 25286 NA 6193940 3.54900002479553 3559 80.5999984741211 10 "Energy-other energy" 12 6.31202697753906
"308" 856166 "Energy" "Kerr-McGee" "Mr. Frank A McPherson" "Stillwell" "OK" 61 "Oklahoma State" "BS" 57 24 "" "none" 0 0 NA NA 37 11 584077 NA 272089 NA 5253090 0.114000000059605 3281 77.0999984741211 2 "Energy-other energy" 12 5.93255805969238
"309" 3646680 "Energy" "Mapco" "Mr. James E Barnes" "Ponca City" "OK" 60 "Oklahoma State" "BS" 57 23 "" "none" 0 0 NA NA 11 10 675000 1292000 304971 1374700 18223200 0.684000015258789 2567 127 16 "Energy-other energy" 12 6.56189823150635
"310" 582856 "Energy" "Fina" "Mr. Ron W Haddock" "St Elmo" "IL" 53 "Purdue U" "BS" 63 22 "" "none" 0 0 NA NA 8 5 470188 80000 32668 NA 3386380 0.0450000017881393 3416 70.4000015258789 3 "Energy-other energy" 12 5.7655611038208
"311" 1513290 "Energy" "Unocal" "Mr. Richard J Stegemeier" "Alton" "IL" 66 "U of Missouri" "BS" 50 22 "Texas AM" "MS" 0 1 51 23 43 6 850000 255000 408288 NA 8538970 0.0810000002384186 7261 343 6 "Energy-other energy" 12 6.17992210388184
"312" 3042680 "Energy" "Anadarko Petroleum" "Mr. Robert J Allison Jr" "Evanston" "IL" 55 "U of Kansas" "BS" 60 21 "" "none" 0 0 NA NA 21 15 750000 675000 219371 1398310 12302800 0.349000006914139 476 40 13 "Energy-other energy" 12 6.4832558631897
"313" 998575 "Energy" "Ultramar" "Mr. JeanGaulin" "Canada" "" 51 "U of Montreal" "BS" 67 24 "" "none" 0 0 NA NA 20 5 600000 391500 7075 NA 2104500 0.112000003457069 2438 86.5 44 "Energy-other energy" 12 5.99938106536865
"314" 697228 "Energy" "Oryx Energy" "Mr. Robert P Hauptfuhrer" "Philadelphia" "PA" 62 "Princeton" "BA" 53 21 "Harvard" "MBA" 1 1 57 25 37 6 633360 NA 63868 NA 7987980 0.0710000023245811 1080 -93 -10 "Energy-other energy" 12 5.84337520599365
"315" 1287100 "Energy" "Ashland Oil" "Mr. John R Hall" "Dallas" "TX" 61 "Vanderbilt U" "BS" 55 22 "" "none" 0 0 NA NA 36 13 752416 458059 76629 NA 7224740 0.0769999995827675 9528 175.899993896484 3 "Energy-other energy" 12 6.10961198806763
"316" 728984 "Energy" "Phillips Petroleum" "Mr. Wayne W Allen" "Fort Smith" "AR" 57 "Oklahoma State" "BSM" 59 22 "Oklahoma State" "MSIE" 0 1 69 32 33 1 448250 275235 5499 NA NA 0.0109999999403954 12309 245 7 "Energy-other energy" 12 5.86271810531616
"317" 311792 "Energy" "Amerada Hess" "Mr. LeonHess" "Asbury Park" "NJ" 80 "" "" NA NA "" "none" 0 0 NA NA 48 29 300000 NA 11792 NA 1554810 10.6359996795654 5852 -297.700012207031 5 "Energy-other energy" 12 5.49386501312256
"318" 1968150 "Energy" "Atlantic Richfield" "Mr. Lodwrick M Cook" "Castor" "LA" 65 "Louisiana State" "BS" 50 21 "SMU" "MBA" 1 1 65 36 38 9 1147740 560000 260414 NA 14874300 0.00499999988824129 17189 269 6 "Energy-other energy" 12 6.29405784606934
"319" 2066290 "Energy" "Sonat" "Mr. Ronald L Kuehn Jr" "Queens" "NY" 59 "Fordham U" "BA" 57 22 "Fordham U" "LLB" 0 1 64 29 24 10 590000 504600 535690 436000 6698810 0.158000007271767 1741 265.100006103516 17 "Energy-other gas" 12 6.31519079208374
"320" 7209090 "Energy" "Enron" "Mr. Kenneth L Lay" "Tyrone" "MO" 52 "U of Missouri" "BA" 64 22 "U of Houston" "PhD" 0 1 70 28 10 10 960000 1040000 2412270 2796820 27021300 0.319000005722046 10097 332.5 31 "Energy-other gas" 12 6.85788011550903
"321" 6736920 "Energy" "Panhandle Eastern" "Mr. Dennis R Hendrix" "Selmer" "TN" 54 "U of Tenn Knoxv" "BS" 62 22 "Georgia State U" "MBA" 1 1 67 27 9 4 NA NA 6736920 NA 9812760 0.365000009536743 2121 148.100006103516 6 "Energy-other gas" 12 6.82846117019653
"322" 1010150 "Energy" "UtiliCorp United" "Mr. Richard C Green Jr" "Kansas City" "MO" 40 "SMU" "BSB" 76 22 "" "none" 0 0 NA NA 18 9 445000 NA 565152 NA 3346210 0.657000005245209 1572 86.4000015258789 17 "Energy-other gas" 12 6.00438594818115
"323" 888556 "Energy" "El Paso Natural Gas" "Mr. William A Wise" "Davenport" "IA" 48 "Vanderbilt U" "BA" 67 21 "U of Colorado" "JD" 0 1 70 24 24 4 400000 400000 88556 NA 5290110 0.210999995470047 909 91.6999969482422 31 "Energy-other gas" 12 5.94868516921997
"324" 1034190 "Energy" "Coastal Corp" "Mr. Oscar S Wyatt Jr" "Beaumont" "TX" 69 "Texas AM" "BSM" 49 24 "" "none" 0 0 NA NA 39 1 896120 NA 138065 NA NA 3.19099998474121 10136 118.300003051758 8 "Energy-other gas" 12 6.01459980010986
"325" 2008450 "Energy" "Nicor" "Mr. Richard G Cline" "Chicago" "IL" 59 "U of Illinois" "BS" 57 22 "" "none" 0 0 NA NA 9 8 628846 409575 26412 943613 8800520 0.312999993562698 1674 111.699996948242 16 "Energy-other gas" 12 6.30286121368408
"326" 1353710 "Energy" "Williams Cos" "Mr. Keith E Bailey" "Kansas City" "MO" 52 "U of Missouri" "BS" 64 22 "" "none" 0 0 NA NA 21 1 450000 283500 591336 28875 NA 0.0769999995827675 2438 231.800003051758 14 "Energy-other gas" 12 6.13152599334717
"327" 1407600 "Energy" "Transco Energy" "Mr. John P DesBarres" "Northbridge" "MA" 54 "" "" NA NA "" "none" 0 0 NA NA 3 3 513000 275000 619596 NA 4973080 0.375999987125397 2922 -3.90000009536743 -13 "Energy-other gas" 12 6.14847898483276
"328" 8833030 "Entertainment" "Time Warner" "Mr. Gerald M Levin" "Philadelphia" "PA" 55 "Haverford C" "BA" 60 21 "U of Pennsylvan" "LLB" 0 1 63 24 15 2 1050000 4000000 3783030 NA 17514700 0.116999998688698 14544 -164 7 "Entertainmentinformation-broadcasting" 17 6.94610977172852
"329" 2078930 "Entertainment" "CBS" "Mr. Laurence A Tisch" "Brooklyn" "NY" 71 "NYU" "BS" 42 19 "U of Pennsylvan" "MA" 0 1 43 20 8 7 1025070 900000 153864 NA 8114440 3.01399993896484 3510 326.200012207031 13 "Entertainmentinformation-broadcasting" 17 6.31784009933472
"330" 774120 "Entertainment" "Multimedia" "Mr. Walter E Bartlett" "Marion" "OH" 66 "Bowling Green S" "BBA" 49 21 "" "none" 0 0 NA NA 18 9 533676 236000 4444 NA 17363700 0.577000021934509 635 85.5 NA "Entertainmentinformation-broadcasting" 17 5.88880777359009
"331" 16755600 "Entertainment" "King World Productio" "Mr. MichaelKing" "Summit" "NJ" 46 "Fairleigh Dicki" "BA" 71 23 "" "none" 0 0 NA NA 21 10 950000 1297000 11502 14497100 28655400 5.91599988937378 498 102.199996948242 17 "Entertainmentinformation-broadcasting" 17 7.22416019439697
"332" 5245380 "Entertainment" "BHC Communications" "Mr. Herbert J Siegel" "Philadelphia" "PA" 66 "Lehigh U" "BA" 50 22 "" "none" 0 0 NA NA 27 17 884975 3677790 682620 NA 33741600 18.4570007324219 412 224.300003051758 10 "Entertainmentinformation-broadcasting" 17 6.71977710723877
"333" 820226 "Entertainment" "Tele-Communications" "Dr. John C Malone" "Milford" "CT" 53 "Yale" "BS" 63 22 "Johns Hopkins U" "PhD" 0 1 67 26 21 21 800000 NA 20226 NA 21168500 0.238000005483627 4047 12 8 "Entertainmentinformation-broadcasting" 17 5.91393423080444
"334" 401161 "Entertainment" "Liberty Media" "Mr. Peter R Barton" "Washington" "DC" 43 "Columbia" "BS" 71 20 "Harvard" "MBA" 1 1 82 31 4 3 303864 NA 87286 10011 967188 0.0939999967813492 841 -0.300000011920929 114 "Entertainmentinformation-broadcasting" 17 5.60331916809082
"335" 12112000 "Entertainment" "Comcast" "Mr. Ralph J Roberts" "New York" "NY" 74 "U of Pennsylvan" "BS" 41 21 "" "none" 0 0 NA NA 32 31 772958 NA 4257930 7081150 31947800 8.05599975585938 1338 -98.9000015258789 15 "Entertainmentinformation-broadcasting" 17 7.08321619033813
"336" NA "Entertainment" "Capital Cities/ABC" "Mr. Thomas S Murphy" "Brooklyn" "NY" 68 "Cornell" "BS" 45 19 "Harvard" "MBA" 1 1 49 23 40 1 NA NA NA NA NA 0.665000021457672 5674 467.399993896484 13 "Entertainmentinformation-broadcasting" 17 NA
"337" 893535 "Entertainment" "Gaylord Entertainmen" "Mr. Earl W Wendell" "Akron" "OH" 66 "Wooster" "BBA" 50 22 "" "none" 0 0 NA NA 44 3 599023 248811 45701 NA 3475490 0.0240000002086163 623 36.0999984741211 36 "Entertainmentinformation-broadcasting" 17 5.95111179351807
"338" 15652900 "Entertainment" "Viacom" "Mr. Frank J Biondi Jr" "New York" "NY" 49 "Princeton" "BA" 66 21 "Harvard" "MBA" 1 1 68 23 7 7 922045 1000000 13730800 NA 21464700 0.149000003933907 2005 169.5 9 "Entertainmentinformation-broadcasting" 17 7.1945948600769
"339" 1244110 "Entertainment" "Turner Broadcasting" "Mr. Robert E Turner" "Cincinnati" "OH" 55 "" "" NA NA "" "none" 0 0 NA NA 31 31 765554 341921 136631 NA 4402470 45.5509986877441 1922 72.4000015258789 22 "Entertainmentinformation-broadcasting" 17 6.09485912322998
"340" 2656860 "Entertainment" "Gannett" "Mr. John J Curley" "Easton" "PA" 55 "Dickinson C" "BA" 60 21 "Columbia" "MS" 0 1 63 24 24 8 800000 500000 618952 737910 10588900 0.119999997317791 3642 397.799987792969 10 "Entertainmentinformation-publishing" 17 6.4243688583374
"341" 2059310 "Entertainment" "DunBradstreet" "Mr. Robert E Weissman" "New Haven" "CT" 54 "Babson C" "BS" 64 24 "" "none" 0 0 NA NA 21 1 674077 591334 793899 NA NA 0.0610000006854534 4710 428.700012207031 8 "Entertainmentinformation-publishing" 17 6.31372213363647
"342" 1505550 "Entertainment" "Knight-Ridder" "Mr. James K Batten" "Suffolk" "VA" 58 "Davidson C" "BS" 57 21 "Princeton" "MPA" 0 1 62 26 37 6 622500 170000 13239 699811 6197580 0.0599999986588955 2451 148.100006103516 8 "Entertainmentinformation-publishing" 17 6.17769479751587
"343" 6247350 "Entertainment" "American Greetings" "Mr. MorryWeiss" "Czechoslovakia" "" 54 "Case Western" "BA" 61 21 "" "none" 0 0 NA NA 33 6 500000 470000 17973 5259380 10735600 1.31900000572205 1740 125.400001525879 20 "Entertainmentinformation-publishing" 17 6.79569578170776
"344" 1246560 "Entertainment" "New York Times" "Mr. ArthurOchs Sulzberg" "New York" "NY" 68 "Columbia" "BA" 51 25 "" "none" 0 0 NA NA 43 21 515000 384560 21985 325015 5303620 6.72300004959106 2020 6.09999990463257 3 "Entertainmentinformation-publishing" 17 6.09571313858032
"345" 1631940 "Entertainment" "Times Mirror" "Mr. Robert F Erburu" "Ventura" "CA" 63 "USC" "BA" 52 21 "Harvard" "JD" 0 1 55 24 33 13 875001 300000 456935 NA 6933120 0.215000003576279 3714 317.200012207031 1 "Entertainmentinformation-publishing" 17 6.21270418167114
"346" 3501910 "Entertainment" "Reader's Digest Asso" "Mr. George V Grune" "White Plains" "NY" 64 "Duke U" "AB" 52 22 "" "none" 0 0 NA NA 34 10 822693 500000 2179220 NA 22576700 0.239999994635582 2821 271.899993896484 18 "Entertainmentinformation-publishing" 17 6.54430484771729
"347" 1561980 "Entertainment" "Dow Jones" "Mr. Peter R Kann" "Princeton" "NJ" 51 "Harvard" "BA" 64 21 "" "none" 0 0 NA NA 31 3 605000 370000 564115 22868 4329430 0.115000002086163 1932 147.5 6 "Entertainmentinformation-publishing" 17 6.19367504119873
"348" 573803 "Entertainment" "Washington Post" "Mr. Donald E Graham" "Baltimore" "MD" 49 "Harvard" "BA" 66 21 "" "none" 0 0 NA NA 23 3 399996 NA 173807 NA 2297680 13.0710000991821 1498 153.800003051758 4 "Entertainmentinformation-publishing" 17 5.7587628364563
"349" 1472900 "Entertainment" "RR DonnelleySons" "Mr. John R Walter" "Pittsburgh" "PA" 47 "Miami U Ohio" "BS" 69 22 "" "none" 0 0 NA NA 25 5 800000 499481 39766 133650 5169420 0.109999999403954 4388 178.899993896484 11 "Entertainmentinformation-publishing" 17 6.16817283630371
"350" 1222480 "Entertainment" "Tribune" "Mr. Charles T Brumback" "Toledo" "OH" 65 "Princeton" "BA" 50 21 "" "none" 0 0 NA NA 37 4 690327 485000 47152 NA 6852920 0.187999993562698 1953 188.600006103516 8 "Entertainmentinformation-publishing" 17 6.08724212646484
"351" 2062810 "Entertainment" "McGraw-Hill" "Mr. Joseph L Dionne" "Montgomery" "AL" 60 "Hofstra U" "BA" 55 21 "Columbia" "EdD" 0 1 65 31 28 11 750000 669008 614551 29250 8869310 0.219999998807907 2195 11.3999996185303 3 "Entertainmentinformation-publishing" 17 6.3144588470459
"352" 6389490 "Entertainment" "Harcourt General" "Mr. Robert J Tarr Jr" "Freeport" "NY" 50 "US Naval Acad" "BS" 66 22 "Harvard" "MBA" 1 1 73 29 18 2 1250000 937500 3067120 1134870 10528000 0.381999999284744 3681 158.600006103516 9 "Entertainmentinformation-publishing" 17 6.80546617507935
"353" 1114580 "Entertainment" "EW Scripps" "Mr. Lawrence A Leser" "Cincinnati" "OH" 59 "Xavier U" "BS" 57 22 "" "none" 0 0 NA NA 26 9 630000 250000 234578 NA 5517900 0.0590000003576279 1206 128.699996948242 8 "Entertainmentinformation-publishing" 17 6.04711103439331
"354" 250000 "Entertainment" "Marvel Entertainment" "Mr. William C Bevins Jr" "" "" 47 "" "" NA NA "" "none" 0 0 NA NA 3 3 250000 NA NA NA 625000 0.164000004529953 415 56 120 "Entertainmentinformation-publishing" 17 5.39794015884399
"355" 5095700 "Financial" "Morgan Stanley Group" "Mr. Richard B Fisher" "Philadelphia" "PA" 57 "Princeton" "BA" 57 20 "Harvard" "MBA" 1 1 62 25 32 3 475000 2862500 1758200 NA 15475000 3.21199989318848 9176 786.099975585938 18 "Financial services-brokerage" 1 6.70720386505127
"356" 3409250 "Financial" "Alex Brown" "Mr. Alvin B Krongard" "Baltimore" "MD" 58 "Princeton" "AB" 58 22 "U of Maryland" "JD" 0 1 75 39 23 3 200000 2723350 323398 162499 7023870 1.75100004673004 628 89.1999969482422 21 "Financial services-brokerage" 1 6.53265905380249
"357" 1437240 "Financial" "AG Edwards" "Mr. Benjamin F Edwards II" "St Louis" "MO" 62 "Princeton" "BA" 53 21 "" "none" 0 0 NA NA 38 27 351840 898127 187274 NA 5066720 0.572000026702881 1262 151.199996948242 21 "Financial services-brokerage" 1 6.1575288772583
"358" 8125370 "Financial" "Merrill Lynch" "Mr. Daniel P Tully" "New York" "NY" 62 "St John's U NY" "BA" 53 21 "" "none" 0 0 NA NA 38 2 500000 6200000 1425370 NA 26552600 0.247999995946884 16588 1394.40002441406 25 "Financial services-brokerage" 1 6.90984296798706
"359" 1356070 "Financial" "Salomon" "Mr. Robert E Denham" "Dallas" "TX" 48 "U of Texas Aust" "BA" 66 20 "Harvard" "JD" 0 1 71 25 3 2 956800 368700 30567 NA NA 0.0240000002086163 8799 864 16 "Financial services-brokerage" 1 6.13228178024292
"360" 3214100 "Financial" "Charles Schwab" "Mr. Charles R Schwab" "Sacramento" "CA" 56 "Stanford U" "BA" 59 21 "Stanford U" "MBA" 1 1 61 23 20 16 690012 2500230 23861 NA 12508300 22.8439998626709 1097 124.400001525879 48 "Financial services-brokerage" 1 6.50705909729004
"361" 15914900 "Financial" "Bear Stearns Cos" "Mr. James E Cayne" "Evanston" "IL" 60 "" "" NA NA "" "none" 0 0 NA NA 25 1 200000 8136970 7577980 NA NA 3.01099991798401 3396 474.299987792969 20 "Financial services-brokerage" 1 7.20180416107178
"362" 1797910 "Financial" "MarshMcLennan Cos" "Mr. A J CSmith" "Scotland" "" 60 "" "" NA NA "" "none" 0 0 NA NA 33 2 1000000 675000 122911 NA NA 0.20100000500679 3163 332.399993896484 9 "Financial services-brokerage" 1 6.25476789474487
"363" 10149200 "Financial" "PaineWebber Group" "Mr. Donald B Marron" "Goshen" "NY" 59 "" "" NA NA "" "none" 0 0 NA NA 35 14 600000 6300000 534432 2714750 25615300 1.34599995613098 4005 246.199996948242 20 "Financial services-brokerage" 1 7.006432056427
"364" 1173000 "Financial" "MBIA" "Mr. David H Elliott" "Canaan" "CT" 52 "Yale" "BA" 64 22 "Boston U" "JD" 0 1 67 25 18 2 485000 485000 202995 NA 4445900 0.0260000005364418 429 246.100006103516 19 "Financial services-leasefinance" 1 6.06929779052734
"365" 816667 "Financial" "MBNA" "Mr. AlfredLerner" "New York" "NY" 61 "Columbia" "BA" 55 22 "" "none" 0 0 NA NA 11 3 816667 NA NA NA 3197050 12.1520004272461 1393 207.800003051758 41 "Financial services-leasefinance" 1 5.91204500198364
"366" 53110900 "Financial" "Travelers" "Mr. Sanford I Weill" "New York" "NY" 61 "Cornell" "BA" 55 22 "" "none" 0 0 NA NA 8 8 1018750 3030310 2161890 46900000 141605000 1.16799998283386 6797 950 28 "Financial services-leasefinance" 1 7.72518396377563
"367" 2375840 "Financial" "Beneficial Corp" "Mr. Finn M W Caspersen" "New York" "NY" 52 "Brown" "AB" 63 21 "Harvard" "LLB" 0 1 66 24 22 18 1483500 NA 892340 NA 8920710 2.87199997901917 1958 186 15 "Financial services-leasefinance" 1 6.375816822052
"368" 780250 "Financial" "Ambac" "Mr. Phillip B Lassiter" "Kansas City" "MO" 50 "NC State U" "BS" 64 20 "" "none" 0 0 NA NA 3 3 475000 262500 42750 NA NA 0.0509999990463257 328 179.399993896484 13 "Financial services-leasefinance" 1 5.89223384857178
"369" 4485530 "Financial" "American Express" "Mr. HarveyGolub" "New York" "NY" 55 "NYU" "BS" 61 22 "" "none" 0 0 NA NA 10 1 776923 1850000 1242750 615858 NA 0.0469999983906746 14173 1605 1 "Financial services-leasefinance" 1 6.65181398391724
"370" 3364990 "Financial" "Countrywide Credit I" "Mr. David S Loeb" "New York" "NY" 70 "NYU" "BS" 51 27 "" "none" 0 0 NA NA 25 25 892309 1775000 101485 596197 11045700 2.23300004005432 1078 171.399993896484 45 "Financial services-leasefinance" 1 6.52698421478271
"371" 1030600 "Financial" "GATX" "Mr. James J Glasser" "Chicago" "IL" 59 "Yale" "AB" 55 20 "Harvard" "JD" 0 1 58 23 33 16 610008 313697 106897 NA 8406780 0.73199999332428 1087 72.6999969482422 12 "Financial services-leasefinance" 1 6.01309013366699
"372" 2598470 "Financial" "Household Internatio" "Mr. Donald C Clark" "Brooklyn" "NY" 62 "Clarkson U" "BBA" 53 21 "Northwestern U" "MBA" 1 1 61 29 39 12 923118 823815 851535 NA 11443300 0.377000004053116 4455 298.700012207031 6 "Financial services-leasefinance" 1 6.41471815109253
"373" 5103330 "Financial" "Dean Witter Discover" "Mr. Philip J Purcell" "Salt Lake City" "UT" 50 "U of Notre Dame" "BBA" 64 20 "U of Chicago" "MBA" 1 1 67 23 16 12 650000 2500000 1953330 NA 11680400 0.101999998092651 5822 603.599975585938 NA "Financial services-leasefinance" 1 6.7078537940979
