"state" "statefips" "county" "countycode" "acres1997" "acres2002" "acres2007" "farms1997" "farms2002" "farms2007" "large1997" "large2002" "large2007" "small1997" "small2002" "small2007"
"996" "KENTUCKY" 21 "CUMBERLAND" 57 110711 89389 103368 563 473 507 14 11 15 62 30 14
"997" "KENTUCKY" 21 "DAVIESS" 59 260806 254332 256922 1161 1062 1008 60 68 59 131 90 75
"998" "KENTUCKY" 21 "EDMONSON" 61 95932 93661 96641 792 670 712 2 3 3 58 24 30
"999" "KENTUCKY" 21 "ELLIOTT" 63 60726 56035 66843 480 427 448 1 NA NA 53 20 14
"1000" "KENTUCKY" 21 "ESTILL" 65 66026 64105 64780 478 457 456 2 2 3 39 26 14
"1001" "KENTUCKY" 21 "FAYETTE" 67 138606 119098 135969 826 738 810 19 17 16 83 78 66
"1002" "KENTUCKY" 21 "FLEMING" 69 191058 183585 181608 1202 1071 1129 15 15 15 105 73 52
"1003" "KENTUCKY" 21 "FLOYD" 71 8982 6723 7785 74 68 76 NA NA NA 6 3 4
"1004" "KENTUCKY" 21 "FRANKLIN" 73 85050 82056 76306 736 689 625 2 4 7 60 29 24
"1005" "KENTUCKY" 21 "FULTON" 75 101503 112130 91414 193 193 156 37 38 29 5 2 6
"1006" "KENTUCKY" 21 "GALLATIN" 77 37038 37595 33816 274 247 204 2 3 4 25 16 6
"1007" "KENTUCKY" 21 "GARRARD" 79 127057 120022 121673 952 873 821 6 8 9 79 56 34
"1008" "KENTUCKY" 21 "GRANT" 81 122390 116454 114965 1048 1020 959 3 2 5 77 57 43
"1009" "KENTUCKY" 21 "GRAVES" 83 257061 299620 277881 1602 1712 1712 52 57 61 108 65 77
"1010" "KENTUCKY" 21 "GRAYSON" 85 221081 233136 216492 1568 1650 1513 15 14 16 109 97 53
"1011" "KENTUCKY" 21 "GREEN" 87 132614 134903 145493 1131 1134 1064 4 6 7 127 79 48
"1012" "KENTUCKY" 21 "GREENUP" 89 104319 103170 91853 817 728 698 4 8 4 89 50 39
"1013" "KENTUCKY" 21 "HANCOCK" 91 68138 68868 63060 494 418 383 8 7 9 49 15 8
"1014" "KENTUCKY" 21 "HARDIN" 93 236346 239740 222267 1854 1732 1588 24 32 27 168 144 119
"1015" "KENTUCKY" 21 "HARLAN" 95 2614 1852 3034 33 23 37 NA NA NA 4 1 6
"1016" "KENTUCKY" 21 "HARRISON" 97 173564 158980 161777 1168 1085 1083 10 12 8 81 52 39
"1017" "KENTUCKY" 21 "HART" 99 188523 194676 191047 1450 1392 1455 8 13 13 129 83 81
"1018" "KENTUCKY" 21 "HENDERSON" 101 207453 192264 195706 600 525 509 59 67 51 49 40 35
"1019" "KENTUCKY" 21 "HENRY" 103 150585 141592 146399 1022 883 962 14 14 8 97 52 51
"1020" "KENTUCKY" 21 "HICKMAN" 105 125493 125273 129752 350 347 340 31 35 32 12 10 3
"1021" "KENTUCKY" 21 "HOPKINS" 107 152302 164163 159366 630 678 661 36 34 35 22 31 23
"1022" "KENTUCKY" 21 "JACKSON" 109 77268 82215 82614 756 727 662 2 3 3 97 32 38
"1023" "KENTUCKY" 21 "JEFFERSON" 111 39128 41061 32296 565 526 475 2 1 1 89 105 113
"1024" "KENTUCKY" 21 "JESSAMINE" 113 91202 82328 80116 829 770 711 7 7 9 136 96 85
"1025" "KENTUCKY" 21 "JOHNSON" 115 22908 23830 27766 207 195 198 NA 1 1 21 9 9
"1026" "KENTUCKY" 21 "KENTON" 117 41150 46479 42544 504 495 481 1 NA NA 43 33 22
"1027" "KENTUCKY" 21 "KNOTT" 119 4584 4485 6937 27 22 46 NA 1 1 1 4 2
"1028" "KENTUCKY" 21 "KNOX" 121 50993 41464 51115 366 347 376 5 3 3 26 28 26
"1029" "KENTUCKY" 21 "LARUE" 123 122658 134410 125432 896 888 811 9 16 12 80 37 42
"1030" "KENTUCKY" 21 "LAUREL" 125 101546 107582 102489 1206 1137 1012 5 5 3 114 85 52
"1031" "KENTUCKY" 21 "LAWRENCE" 127 52639 57021 60220 334 318 337 1 4 8 29 13 12
"1032" "KENTUCKY" 21 "LEE" 129 24817 23450 29419 179 173 186 2 2 3 14 8 7
"1033" "KENTUCKY" 21 "LESLIE" 131 2828 3479 5642 21 20 23 1 1 1 4 4 4
"1034" "KENTUCKY" 21 "LETCHER" 133 3022 2869 3617 38 46 66 NA NA NA 3 6 14
"1035" "KENTUCKY" 21 "LEWIS" 135 145745 143886 146761 826 733 673 9 11 14 78 65 23
"1036" "KENTUCKY" 21 "LINCOLN" 137 174062 171276 178315 1375 1275 1278 10 10 18 140 86 70
"1037" "KENTUCKY" 21 "LIVINGSTON" 139 124650 145822 117011 468 518 492 20 20 18 12 13 18
"1038" "KENTUCKY" 21 "LOGAN" 141 288869 275877 289931 1340 1212 1172 49 53 45 101 52 63
"1039" "KENTUCKY" 21 "LYON" 143 51579 56411 54152 282 304 270 7 9 8 13 5 2
"1040" "KENTUCKY" 21 "MADISON" 151 224510 218304 218194 1565 1396 1328 16 22 28 197 94 72
"1041" "KENTUCKY" 21 "MAGOFFIN" 153 42914 45509 61620 412 345 470 1 NA 1 60 39 22
"1042" "KENTUCKY" 21 "MARION" 155 172011 171252 160684 1072 1054 1055 13 17 12 76 64 62
"1043" "KENTUCKY" 21 "MARSHALL" 157 100883 120512 97712 799 902 867 11 15 13 33 32 28
"1044" "KENTUCKY" 21 "MARTIN" 159 2460 4739 7110 10 13 19 NA NA 2 NA NA 1
"1045" "KENTUCKY" 21 "MASON" 161 129380 128123 139814 782 726 753 12 16 17 90 59 40
"1046" "KENTUCKY" 21 "MCCRACKEN" 145 72837 85459 75341 536 531 483 17 20 14 50 30 36
"1047" "KENTUCKY" 21 "MCCREARY" 147 12281 14894 15056 129 154 139 NA NA 1 4 14 9
"1048" "KENTUCKY" 21 "MCLEAN" 149 143952 128912 144193 477 413 419 31 32 36 44 32 29
"1049" "KENTUCKY" 21 "MEADE" 163 129046 134771 121448 964 955 887 9 16 11 90 59 72
"1050" "KENTUCKY" 21 "MENIFEE" 165 40154 37012 43110 383 334 331 2 2 2 39 33 16
"1051" "KENTUCKY" 21 "MERCER" 167 129979 133692 141437 1079 1086 1111 9 10 11 88 56 63
"1052" "KENTUCKY" 21 "METCALFE" 169 135364 131990 149491 1018 950 964 5 10 12 90 60 36
"1053" "KENTUCKY" 21 "MONROE" 171 176078 162481 175766 1066 980 955 17 24 25 101 43 32
"1054" "KENTUCKY" 21 "MONTGOMERY" 173 110479 90951 106957 781 676 685 10 9 13 65 38 30
"1055" "KENTUCKY" 21 "MORGAN" 175 114744 115559 136303 754 804 795 4 4 11 87 57 43
"1056" "KENTUCKY" 21 "MUHLENBERG" 177 122557 138376 140834 635 667 636 22 26 25 34 19 18
"1057" "KENTUCKY" 21 "NELSON" 179 185507 189104 196225 1401 1407 1406 13 16 17 125 93 128
"1058" "KENTUCKY" 21 "NICHOLAS" 181 106012 105524 110198 602 582 603 8 8 12 38 21 18
"1059" "KENTUCKY" 21 "OHIO" 183 177085 167077 168602 1080 1006 969 27 18 23 90 59 46
"1060" "KENTUCKY" 21 "OLDHAM" 185 74265 62561 60024 449 481 461 11 9 10 47 59 64
"1061" "KENTUCKY" 21 "OWEN" 187 153880 154787 157932 864 788 864 13 22 14 52 18 19
"1062" "KENTUCKY" 21 "OWSLEY" 189 31588 32996 35857 260 227 195 1 4 7 44 29 10
"1063" "KENTUCKY" 21 "PENDLETON" 191 123789 132402 126368 911 964 910 3 2 6 49 30 26
"1064" "KENTUCKY" 21 "PERRY" 193 7229 7064 10661 34 44 57 1 1 3 2 5 3
"1065" "KENTUCKY" 21 "PIKE" 195 6576 7194 14228 44 45 70 NA 1 2 2 11 14
"1066" "KENTUCKY" 21 "POWELL" 197 30584 37516 32763 258 239 236 1 4 3 31 8 13
"1067" "KENTUCKY" 21 "PULASKI" 199 226387 232129 231781 2165 1977 1808 11 14 19 215 115 94
"1068" "KENTUCKY" 21 "ROBERTSON" 201 48089 43061 51468 290 247 289 2 3 4 24 9 3
"1069" "KENTUCKY" 21 "ROCKCASTLE" 203 98449 94186 90435 853 803 727 3 2 8 80 52 32
"1070" "KENTUCKY" 21 "ROWAN" 205 45409 50825 49963 459 436 386 1 2 2 67 42 16
"1071" "KENTUCKY" 21 "RUSSELL" 207 98977 97195 93039 1041 930 805 3 4 2 140 81 50
"1072" "KENTUCKY" 21 "SCOTT" 209 148264 137356 139044 930 848 930 18 14 16 82 55 68
"1073" "KENTUCKY" 21 "SHELBY" 211 204292 201667 205286 1533 1557 1651 11 17 18 164 144 149
"1074" "KENTUCKY" 21 "SIMPSON" 213 122852 127911 119122 659 550 494 21 32 33 60 23 31
"1075" "KENTUCKY" 21 "SPENCER" 215 84441 77525 73289 646 623 596 5 5 3 67 44 20
"1076" "KENTUCKY" 21 "TAYLOR" 217 114581 112317 118712 1068 957 941 2 6 12 131 83 62
"1077" "KENTUCKY" 21 "TODD" 219 198095 183972 197976 749 676 759 41 37 49 59 42 32
"1078" "KENTUCKY" 21 "TRIGG" 221 119843 122943 135685 459 425 458 22 26 22 25 10 16
"1079" "KENTUCKY" 21 "TRIMBLE" 223 66079 64528 65098 572 562 489 4 2 4 68 50 16
"1080" "KENTUCKY" 21 "UNION" 225 224586 208908 200839 407 328 325 59 55 55 17 19 16
"1081" "KENTUCKY" 21 "WARREN" 227 269242 255154 265126 2048 1881 1824 27 28 33 211 119 148
"1082" "KENTUCKY" 21 "WASHINGTON" 229 162741 149739 162993 1142 1119 1119 11 5 9 79 45 42
"1083" "KENTUCKY" 21 "WAYNE" 231 136610 139311 142827 891 860 781 14 14 23 95 94 56
"1084" "KENTUCKY" 21 "WEBSTER" 233 147402 159496 154999 524 595 556 35 36 32 36 27 35
"1085" "KENTUCKY" 21 "WHITLEY" 235 48198 64370 73414 431 530 565 1 7 6 23 17 29
"1086" "KENTUCKY" 21 "WOLFE" 237 58583 59660 57701 415 371 342 4 4 3 49 31 9
"1087" "KENTUCKY" 21 "WOODFORD" 239 124385 123070 119087 743 708 712 18 21 16 84 55 65
"1088" "LOUISIANA" 22 "ACADIA" 1 281449 256923 232934 792 751 905 85 83 68 84 98 154
"1089" "LOUISIANA" 22 "ALLEN" 3 123088 103121 83173 449 360 405 33 34 20 35 23 43
"1090" "LOUISIANA" 22 "ASCENSION" 5 59792 49607 45455 383 329 277 16 16 11 74 82 63
"1091" "LOUISIANA" 22 "ASSUMPTION" 7 68099 65937 63694 132 105 114 23 24 27 27 14 29
"1092" "LOUISIANA" 22 "AVOYELLES" 9 275392 271890 278465 1028 890 947 75 80 75 63 67 65
"1093" "LOUISIANA" 22 "BEAUREGARD" 11 182993 142911 178950 889 793 909 37 23 19 37 58 75
"1094" "LOUISIANA" 22 "BIENVILLE" 13 53390 43992 40703 279 222 194 7 7 6 17 17 14
"1095" "LOUISIANA" 22 "BOSSIER" 15 122770 107208 103500 505 456 493 30 23 21 33 40 75
"1096" "LOUISIANA" 22 "CADDO" 17 186168 171626 151215 630 555 625 41 42 41 73 46 131
"1097" "LOUISIANA" 22 "CALCASIEU" 19 324491 303423 367822 987 870 971 73 57 49 111 116 168
"1098" "LOUISIANA" 22 "CALDWELL" 21 75053 60724 67474 270 285 307 18 16 12 9 16 13
"1099" "LOUISIANA" 22 "CAMERON" 23 255337 248821 216193 489 409 339 47 62 45 38 14 23
"1100" "LOUISIANA" 22 "CATAHOULA" 25 239479 232075 231106 467 435 510 68 66 68 26 29 24
"1101" "LOUISIANA" 22 "CLAIBORNE" 27 64252 55593 48582 333 275 239 8 7 8 15 9 13
"1102" "LOUISIANA" 22 "CONCORDIA" 29 261660 211669 210534 347 336 462 93 67 75 16 13 15
"1103" "LOUISIANA" 22 "DE SOTO" 31 166626 136661 167424 662 628 619 28 26 30 27 41 55
"1104" "LOUISIANA" 22 "EAST BATON ROUGE" 33 75892 61406 72165 596 489 511 8 12 11 85 101 73
"1105" "LOUISIANA" 22 "EAST CARROLL" 35 218122 216517 260693 283 234 280 64 61 75 10 1 7
"1106" "LOUISIANA" 22 "EAST FELICIANA" 37 124804 123185 128167 493 460 439 21 24 22 36 35 29
"1107" "LOUISIANA" 22 "EVANGELINE" 39 190180 183855 172224 740 648 806 62 59 49 53 23 85
"1108" "LOUISIANA" 22 "FRANKLIN" 41 286024 258469 347383 894 856 1273 69 69 75 31 19 36
"1109" "LOUISIANA" 22 "GRANT" 43 53509 35679 51737 239 196 250 10 6 11 16 12 30
"1110" "LOUISIANA" 22 "IBERIA" 45 109523 111280 115893 390 340 345 34 31 33 77 66 85
"1111" "LOUISIANA" 22 "IBERVILLE" 47 98303 96715 85729 199 183 175 29 31 32 13 20 39
"1112" "LOUISIANA" 22 "JACKSON" 49 20555 20982 20081 252 235 197 NA 1 2 23 17 12
"1113" "LOUISIANA" 22 "JEFFERSON" 51 6024 7630 15100 81 52 71 NA 1 3 16 13 24
"1114" "LOUISIANA" 22 "JEFFERSON DAVIS" 53 307397 323238 288100 697 641 706 113 111 96 56 58 74
"1115" "LOUISIANA" 22 "LA SALLE" 59 31036 16940 20301 219 161 165 3 2 NA 18 14 10
"1116" "LOUISIANA" 22 "LAFAYETTE" 55 96360 74803 67422 789 715 713 26 20 17 151 164 193
"1117" "LOUISIANA" 22 "LAFOURCHE" 57 138954 150927 106119 484 405 440 41 29 26 34 34 56
"1118" "LOUISIANA" 22 "LINCOLN" 61 48153 65830 52490 366 392 321 1 4 9 15 20 28
"1119" "LOUISIANA" 22 "LIVINGSTON" 63 46179 34420 29987 479 451 476 2 1 2 77 66 98
"1120" "LOUISIANA" 22 "MADISON" 65 277138 236999 234523 326 274 355 92 90 88 7 6 9
"1121" "LOUISIANA" 22 "MOREHOUSE" 67 272061 245175 273676 489 412 473 87 87 93 27 16 21
"1122" "LOUISIANA" 22 "NATCHITOCHES" 69 199378 192831 221756 667 565 571 46 43 48 21 21 22
"1123" "LOUISIANA" 22 "ORLEANS" 71 61 NA NA 14 8 2 NA NA NA 11 8 NA
"1124" "LOUISIANA" 22 "OUACHITA" 73 100170 94681 85341 510 493 502 26 19 14 54 57 61
"1125" "LOUISIANA" 22 "PLAQUEMINES" 75 40252 34797 121491 162 192 177 9 8 23 50 70 35
"1126" "LOUISIANA" 22 "POINTE COUPEE" 77 205990 199382 190550 485 465 441 66 63 50 35 42 45
"1127" "LOUISIANA" 22 "RAPIDES" 79 208582 201374 177300 1048 996 977 46 40 39 107 149 153
"1128" "LOUISIANA" 22 "RED RIVER" 81 117660 138429 103336 264 236 251 31 31 22 10 2 14
"1129" "LOUISIANA" 22 "RICHLAND" 83 247678 215949 291216 581 536 866 69 62 68 13 12 22
"1130" "LOUISIANA" 22 "SABINE" 85 64988 62533 50568 464 403 366 4 4 3 19 18 32
"1131" "LOUISIANA" 22 "SAINT BERNARD" 87 3593 NA 32060 35 24 45 1 1 11 5 7 4
"1132" "LOUISIANA" 22 "SAINT CHARLES" 89 21048 8735 NA 84 62 58 3 1 NA 8 5 7
"1133" "LOUISIANA" 22 "SAINT HELENA" 91 72164 50931 52363 434 326 364 5 7 7 20 13 11
"1134" "LOUISIANA" 22 "SAINT JAMES" 93 46624 52802 43251 80 69 64 21 19 18 9 4 6
"1135" "LOUISIANA" 22 "SAINT LANDRY" 97 284185 289625 298369 1267 1228 1401 86 83 89 117 138 199
"1136" "LOUISIANA" 22 "SAINT MARTIN" 99 85478 80742 78878 314 328 355 24 26 26 32 61 85
"1137" "LOUISIANA" 22 "SAINT MARY" 101 85467 73410 72728 120 99 142 33 33 28 7 6 21
"1138" "LOUISIANA" 22 "SAINT TAMMANY" 103 47887 51308 45506 625 603 602 4 4 4 80 88 140
"1139" "LOUISIANA" 22 "ST. JOHN THE BAPTIST" 95 10097 22011 13699 38 34 31 2 7 4 6 7 3
"1140" "LOUISIANA" 22 "TANGIPAHOA" 105 131834 118386 123861 1185 1065 1188 4 3 4 127 120 148
"1141" "LOUISIANA" 22 "TENSAS" 107 246030 226144 225382 233 228 257 83 71 72 3 5 8
"1142" "LOUISIANA" 22 "TERREBONNE" 109 55383 53056 178472 170 156 169 15 14 19 15 15 38
"1143" "LOUISIANA" 22 "UNION" 111 72165 72685 67362 551 504 426 3 7 7 29 27 34
"1144" "LOUISIANA" 22 "VERMILION" 113 341545 359220 290318 1242 1116 1182 93 93 84 110 121 108
"1145" "LOUISIANA" 22 "VERNON" 115 50907 49715 50633 509 460 479 4 5 7 25 30 35
"1146" "LOUISIANA" 22 "WASHINGTON" 117 115701 101781 97687 1058 836 916 4 5 5 91 43 67
"1147" "LOUISIANA" 22 "WEBSTER" 119 55366 56764 49496 445 426 430 4 3 3 32 32 37
"1148" "LOUISIANA" 22 "WEST BATON ROUGE" 121 32829 21508 25820 125 108 128 12 9 11 20 22 29
"1149" "LOUISIANA" 22 "WEST CARROLL" 123 181023 183760 196810 676 709 1078 45 46 31 11 13 27
"1150" "LOUISIANA" 22 "WEST FELICIANA" 125 82679 68103 66662 190 165 176 18 8 3 16 15 17
"1151" "LOUISIANA" 22 "WINN" 127 20826 20659 21395 191 130 150 2 4 3 12 7 5
"1152" "MAINE" 23 "ANDROSCOGGIN" 1 61089 55782 50844 367 334 378 6 4 5 39 46 58
"1153" "MAINE" 23 "AROOSTOOK" 3 338231 391675 375568 1051 1084 1246 63 82 83 37 44 45
"1154" "MAINE" 23 "CUMBERLAND" 5 57556 54455 51727 604 596 630 1 4 4 115 150 132
"1155" "MAINE" 23 "FRANKLIN" 7 44797 49805 40748 292 317 388 4 4 2 16 29 54
"1156" "MAINE" 23 "HANCOCK" 9 48657 49587 52749 409 317 386 3 6 8 44 51 54
"1157" "MAINE" 23 "KENNEBEC" 11 96958 86168 82457 567 575 649 7 9 7 50 66 83
"1158" "MAINE" 23 "KNOX" 13 27789 28581 30100 245 275 304 1 1 2 31 38 61
"1159" "MAINE" 23 "LINCOLN" 15 30018 30618 29999 282 292 363 1 1 2 30 46 72
"1160" "MAINE" 23 "OXFORD" 17 69307 67406 68719 459 469 545 5 9 7 59 78 61
"1161" "MAINE" 23 "PENOBSCOT" 19 121666 107082 114607 660 575 706 15 19 18 89 62 90
"1162" "MAINE" 23 "PISCATAQUIS" 21 37351 39399 34048 178 201 190 4 5 5 6 18 14
"1163" "MAINE" 23 "SAGADAHOC" 23 20320 20171 18616 153 158 183 3 2 1 19 18 24
"1164" "MAINE" 23 "SOMERSET" 25 108719 110124 111371 520 504 564 11 14 18 32 37 38
"1165" "MAINE" 23 "WALDO" 27 75397 69215 68219 399 415 424 6 7 6 25 34 38
"1166" "MAINE" 23 "WASHINGTON" 29 105785 152481 158459 529 399 472 12 15 8 73 62 72
"1167" "MAINE" 23 "YORK" 31 69426 57219 59335 689 685 708 2 2 4 108 139 150
"1168" "MARYLAND" 24 "ALLEGANY" 1 43944 39379 36643 274 278 302 2 1 NA 8 18 16
"1169" "MARYLAND" 24 "ANNE ARUNDEL" 3 36438 35218 29244 465 432 377 2 3 2 93 85 62
"1170" "MARYLAND" 24 "BALTIMORE" 5 79479 71227 78282 889 784 751 10 5 12 142 132 140
"1171" "MARYLAND" 24 "CALVERT" 9 35274 30032 26443 383 321 274 1 2 2 66 28 42
"1172" "MARYLAND" 24 "CAROLINE" 11 112545 114843 131277 556 506 574 22 25 27 61 41 42
"1173" "MARYLAND" 24 "CARROLL" 13 167871 147252 141934 1159 1058 1148 21 17 17 127 129 162
"1174" "MARYLAND" 24 "CECIL" 15 86419 77089 85026 510 468 583 13 15 17 44 49 68
"1175" "MARYLAND" 24 "CHARLES" 17 56648 52056 52147 451 418 418 8 10 8 42 55 43
"1176" "MARYLAND" 24 "DORCHESTER" 19 122443 125385 133188 308 351 424 34 36 42 28 38 30
"1177" "MARYLAND" 24 "FREDERICK" 21 218044 195827 202087 1429 1273 1442 24 23 25 121 111 154
"1178" "MARYLAND" 24 "GARRETT" 23 111829 101444 95514 718 634 677 5 4 4 40 31 37
"1179" "MARYLAND" 24 "HARFORD" 25 94806 81409 75166 733 683 704 11 11 9 83 79 108
"1180" "MARYLAND" 24 "HOWARD" 27 41501 37582 29371 369 346 335 9 10 5 66 72 84
"1181" "MARYLAND" 24 "KENT" 29 117905 117372 128220 325 318 377 32 38 36 15 13 19
"1182" "MARYLAND" 24 "MONTGOMERY" 31 79268 75077 67613 596 577 561 16 13 12 102 88 103
"1183" "MARYLAND" 24 "PRINCE GEORGES" 33 49257 45462 37005 526 452 375 5 3 4 97 84 71
"1184" "MARYLAND" 24 "QUEEN ANNES" 35 166756 155566 146927 440 443 521 54 50 39 32 23 34
"1185" "MARYLAND" 24 "SOMERSET" 39 56424 56650 60255 314 301 329 9 10 9 45 36 22
"1186" "MARYLAND" 24 "ST MARYS" 37 71920 68153 68648 658 577 621 7 5 6 75 63 78
"1187" "MARYLAND" 24 "TALBOT" 41 111144 105729 109002 254 288 305 31 34 35 19 19 18
"1188" "MARYLAND" 24 "WASHINGTON" 43 126467 125159 114065 823 775 844 9 11 11 79 93 105
"1189" "MARYLAND" 24 "WICOMICO" 45 92057 88470 92852 624 512 508 16 19 16 136 77 69
"1190" "MARYLAND" 24 "WORCESTER" 47 114624 131249 110847 450 403 384 31 42 28 109 54 47
"1191" "MASSACHUSETTS" 25 "BARNSTABLE" 1 5712 5990 5233 300 285 406 NA NA NA 175 170 290
"1192" "MASSACHUSETTS" 25 "BERKSHIRE" 3 67983 68630 66352 501 401 522 7 9 8 80 42 79
"1193" "MASSACHUSETTS" 25 "BRISTOL" 5 41911 36085 39252 714 624 777 NA NA NA 176 162 199
"1194" "MASSACHUSETTS" 25 "DUKES" 7 5741 7826 7916 88 83 81 1 1 1 29 34 37
"1195" "MASSACHUSETTS" 25 "ESSEX" 9 29232 27856 27834 526 400 531 1 1 2 147 116 182
"1196" "MASSACHUSETTS" 25 "FRANKLIN" 11 81121 74281 79465 679 586 741 2 1 3 82 80 128
"1197" "MASSACHUSETTS" 25 "HAMPDEN" 13 41888 37637 36841 551 458 508 1 NA NA 113 96 131
"1198" "MASSACHUSETTS" 25 "HAMPSHIRE" 15 58768 50756 52756 699 542 711 4 1 1 163 80 161
"1199" "MASSACHUSETTS" 25 "MIDDLESEX" 17 34991 33160 33893 693 579 700 NA 1 1 226 161 222
"1200" "MASSACHUSETTS" 25 "NANTUCKET" 19 1159 NA 615 20 13 14 NA NA NA 11 6 5
"1201" "MASSACHUSETTS" 25 "NORFOLK" 21 11605 12645 11654 253 208 264 NA 4 2 95 90 111
"1202" "MASSACHUSETTS" 25 "PLYMOUTH" 23 81216 59445 49612 1000 794 882 11 9 7 277 197 279
"1203" "MASSACHUSETTS" 25 "SUFFOLK" 25 7 NA 99 5 8 7 NA NA NA 5 6 5
"1204" "MASSACHUSETTS" 25 "WORCESTER" 27 116303 103538 106357 1278 1094 1547 3 6 3 212 189 370
"1205" "MICHIGAN" 26 "ALCONA" 1 46996 41001 45395 240 244 281 2 1 3 6 11 11
"1206" "MICHIGAN" 26 "ALGER" 3 16777 14969 18357 70 67 86 2 2 2 2 6 2
"1207" "MICHIGAN" 26 "ALLEGAN" 5 250185 243270 275120 1560 1489 1595 44 47 47 146 124 200
"1208" "MICHIGAN" 26 "ALPENA" 7 85234 73790 85947 492 460 573 9 7 8 17 9 16
"1209" "MICHIGAN" 26 "ANTRIM" 9 59120 63428 67351 301 382 411 8 7 9 18 18 21
"1210" "MICHIGAN" 26 "ARENAC" 11 90924 83724 94604 365 381 488 17 19 22 9 11 22
"1211" "MICHIGAN" 26 "BARAGA" 13 15253 15174 18644 62 63 76 NA 2 6 1 NA NA
"1212" "MICHIGAN" 26 "BARRY" 15 178311 181766 168172 1055 1063 1164 21 33 33 42 58 71
"1213" "MICHIGAN" 26 "BAY" 17 182632 186118 186256 818 787 851 35 47 43 52 51 45
"1214" "MICHIGAN" 26 "BENZIE" 19 24608 23055 21069 165 181 205 1 2 2 9 12 28
"1215" "MICHIGAN" 26 "BERRIEN" 21 185809 174009 169016 1354 1093 1300 26 31 28 136 105 148
"1216" "MICHIGAN" 26 "BRANCH" 23 249326 253690 250134 1139 1123 1129 50 59 57 60 52 75
"1217" "MICHIGAN" 26 "CALHOUN" 25 259840 239913 227994 1261 1147 1178 34 48 45 52 40 89
"1218" "MICHIGAN" 26 "CASS" 27 185418 189127 190330 804 808 811 38 49 46 52 45 61
"1219" "MICHIGAN" 26 "CHARLEVOIX" 29 35597 38799 41418 230 299 336 2 5 3 12 15 26
"1220" "MICHIGAN" 26 "CHEBOYGAN" 31 53830 50050 47562 249 268 347 5 8 3 9 18 16
"1221" "MICHIGAN" 26 "CHIPPEWA" 33 105655 93924 98967 376 372 401 15 17 15 6 12 10
"1222" "MICHIGAN" 26 "CLARE" 35 67542 64365 68356 421 414 450 5 5 7 16 14 24
"1223" "MICHIGAN" 26 "CLINTON" 37 256693 255673 271558 1286 1179 1231 45 58 63 73 72 93
"1224" "MICHIGAN" 26 "CRAWFORD" 39 3722 6308 2524 35 47 39 NA NA NA 4 3 3
"1225" "MICHIGAN" 26 "DELTA" 41 73853 74242 77762 289 273 290 11 15 22 12 12 15
"1226" "MICHIGAN" 26 "DICKINSON" 43 30010 28658 24889 134 146 161 2 4 1 5 11 10
"1227" "MICHIGAN" 26 "EATON" 45 246358 238188 222215 1247 1221 1231 44 46 49 86 58 84
"1228" "MICHIGAN" 26 "EMMET" 47 44037 43665 39582 248 274 291 5 5 2 13 16 18
"1229" "MICHIGAN" 26 "GENESEE" 49 127159 142756 129232 967 1051 988 25 31 30 74 76 76
"1230" "MICHIGAN" 26 "GLADWIN" 51 74616 72056 67634 501 534 557 3 5 7 11 13 23
"1231" "MICHIGAN" 26 "GOGEBIC" 53 5336 4024 3907 62 49 42 NA NA NA 4 7 1
"1232" "MICHIGAN" 26 "GRAND TRAVERSE" 55 66997 62268 62577 485 489 522 8 8 6 41 55 62
"1233" "MICHIGAN" 26 "GRATIOT" 57 284828 288932 286937 985 1018 1036 67 76 73 69 39 67
"1234" "MICHIGAN" 26 "HILLSDALE" 59 268384 275316 269916 1439 1509 1674 49 62 59 70 59 106
"1235" "MICHIGAN" 26 "HOUGHTON" 61 26173 25856 23643 155 158 155 2 2 2 6 6 5
"1236" "MICHIGAN" 26 "HURON" 63 431158 431984 440967 1292 1189 1394 102 115 118 75 73 96
"1237" "MICHIGAN" 26 "INGHAM" 65 199297 185291 186209 974 1018 947 37 36 41 73 99 80
"1238" "MICHIGAN" 26 "IONIA" 67 249268 230102 238435 1161 1146 1183 45 49 46 64 70 91
"1239" "MICHIGAN" 26 "IOSCO" 69 45901 44556 47731 278 285 316 2 3 6 10 8 9
"1240" "MICHIGAN" 26 "IRON" 71 25944 31382 27731 103 106 111 4 5 4 2 3 3
"1241" "MICHIGAN" 26 "ISABELLA" 73 227650 195432 196071 1038 953 1018 38 26 32 40 27 49
"1242" "MICHIGAN" 26 "JACKSON" 75 193130 193011 182345 1165 1265 1184 25 35 32 57 66 86
"1243" "MICHIGAN" 26 "KALAMAZOO" 77 154185 148206 144873 809 808 854 33 37 34 85 78 83
"1244" "MICHIGAN" 26 "KALKASKA" 79 23129 24104 23464 162 175 221 4 5 4 8 5 15
"1245" "MICHIGAN" 26 "KENT" 81 197951 173381 170117 1343 1212 1193 34 31 31 125 112 146
"1246" "MICHIGAN" 26 "KEWEENAW" 83 NA 710 1602 8 11 8 NA NA 1 NA NA NA
"1247" "MICHIGAN" 26 "LAKE" 85 26383 23378 21376 153 173 186 2 NA NA 2 11 9
"1248" "MICHIGAN" 26 "LAPEER" 87 191483 189264 176373 1228 1187 1317 32 35 35 71 65 127
"1249" "MICHIGAN" 26 "LEELANAU" 89 66569 62406 55751 420 429 449 6 6 4 26 26 36
